job_id,job_role,industry,country,year,automation_risk_percent,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level,wage_volatility_index,ai_disruption_intensity,city,experience_level,education_level,years_experience,years_of_experience,salary_impact,salary_growth_pct,skill_pressure_index,experience_numeric,salary_per_year_exp,custom_risk_score,custom_risk_label
1946,5,2,9,2020,67.88,34.85,343705.0,346365.0,0.77,14.41,86.08,49.33,1,13.32,33.485204,61,1,1,14,12,2660.0,0.7739194949156981,38.2265,4,26643.46153846154,0.5000099631363953,1
1947,8,3,6,2026,44.88,94.71,32654.0,40458.0,23.9,-3.53,12.74,2.08,4,4.14,0.933504,45,0,4,2,2,7804.0,23.89906290194157,71.15849999999999,1,13486.0,0.4342864733818207,1
1948,4,0,12,2025,37.69,87.14,320782.0,317279.0,-1.09,5.15,29.4,2.48,4,1.14,0.934712,54,1,4,13,17,-3503.0,-1.0920188788647742,64.35,4,17626.61111111111,0.4108066819434758,1
1949,6,6,0,2023,62.82,86.9,105638.0,125035.0,18.36,0.42,66.49,90.08,2,5.79,56.588256,57,2,4,5,6,19397.0,18.3617637592533,69.9175,2,17862.14285714286,0.8272524990867124,2
1950,1,1,3,2026,75.29,58.74,173688.0,168306.0,-3.1,23.86,65.63,34.16,3,12.65,25.719064,7,3,0,7,6,-5382.0,-3.098659665607296,55.1365,3,24043.714285714286,0.5174388097373053,1
1951,7,3,1,2024,5.0,93.05,143509.0,155549.0,8.39,-3.16,36.74,57.72,4,9.04,2.886,49,1,0,10,12,12040.0,8.389717718052527,62.8385,4,11965.307692307691,0.6616983826508585,1
1952,0,5,12,2024,48.13,71.75,49406.0,60483.0,22.42,10.09,80.44,66.38,5,5.86,31.948694,54,0,0,2,2,11077.0,22.4203538031818,57.1425,1,20161.0,0.7232307130284613,2
1953,0,6,13,2026,57.82,66.7,126828.0,117603.0,-7.27,-6.22,76.55,7.63,1,2.45,4.411666,21,2,4,7,5,-9225.0,-7.273630428611979,55.2865,2,19600.5,0.4837966191757165,1
1954,8,7,0,2024,74.45,60.6,236781.0,216457.0,-8.58,16.79,54.39,91.62,2,8.39,68.21109,1,3,1,5,7,-20324.0,-8.583458976860474,55.5385,3,27057.125,0.6793995549799077,2
1955,8,3,8,2022,76.9,26.24,86591.0,87618.0,1.19,-12.86,38.28,37.42,3,5.18,28.775980000000004,59,2,1,2,2,1027.0,1.1860355002251963,33.213,2,29206.0,0.302540599780811,0
1956,3,7,5,2025,53.44,73.56,182806.0,165600.0,-9.41,19.61,62.03,5.26,4,1.67,2.810944,20,3,2,6,7,-17206.0,-9.41216371453891,58.7525,3,20700.0,0.46422237720434395,1
1957,2,2,9,2026,17.87,85.92,97259.0,106903.0,9.92,5.29,84.97,53.76,2,30.97,9.606912,61,2,4,7,6,9644.0,9.915791854738378,64.0675,2,15271.857142857143,0.7846235594965295,2
1958,4,4,6,2025,46.18,78.99,118755.0,136846.0,15.23,-10.04,85.82,11.11,3,1.3,5.130598,5,3,1,7,8,18091.0,15.233884889057304,60.7745,3,15205.111111111111,0.5696190760851515,1
1959,7,3,2,2020,55.63,80.81,75348.0,78668.0,4.41,-8.87,71.37,63.39,1,1.21,35.263857,13,0,2,0,2,3320.0,4.406221797526146,63.834,1,26222.666666666668,0.7251502773072964,2
1960,2,7,9,2023,29.91,51.93,201666.0,181958.0,-9.77,-8.12,82.32,21.55,3,1.15,6.4456050000000005,48,3,3,7,8,-19708.0,-9.7725942895679,39.909,3,20217.555555555555,0.4689781143103849,1
1961,8,3,13,2022,46.92,75.97,78291.0,92407.0,18.03,13.65,59.43,38.44,2,13.1,18.036048,19,0,1,0,1,14116.0,18.030169495855205,60.7295,1,46203.5,0.6058516821095281,1
1962,0,4,11,2021,55.37,41.67,142827.0,136674.0,-4.31,-15.15,16.62,49.84,5,11.67,27.596408,6,2,4,7,7,-6153.0,-4.308008989896868,39.91,2,17084.25,0.35664043040749227,1
1963,2,1,11,2021,34.6,36.28,101115.0,99922.0,-1.18,5.97,97.23,70.59,2,5.3,24.42414,6,2,0,4,5,-1193.0,-1.1798447312466005,31.297000000000004,2,16653.666666666668,0.6101823253960347,1
1964,7,3,4,2022,23.52,14.34,160705.0,162807.0,1.31,8.78,84.53,79.15,4,18.55,18.61608,32,3,3,7,7,2102.0,1.3079866836750569,16.807499999999997,3,20350.875,0.5164757065524227,1
1965,9,2,0,2020,86.78,43.91,218165.0,256118.0,17.4,6.67,71.36,68.67,3,3.21,59.591826,57,3,3,10,8,37953.0,17.396465977585773,46.379000000000005,3,28457.555555555555,0.5617946929693467,1
1966,2,7,11,2022,63.41,58.49,344697.0,396183.0,14.94,3.18,56.97,81.74,1,4.74,51.831334,6,1,2,12,11,51486.0,14.936596489090418,51.4115,4,33015.25,0.6308126598253129,1
1967,6,6,7,2023,24.45,20.4,273889.0,338402.0,23.55,5.22,62.86,3.13,4,8.29,0.765285,47,1,2,14,15,64513.0,23.554432635118605,19.3935,4,21150.125,0.20504134701604063,0
1968,2,6,8,2022,7.47,59.14,161882.0,173089.0,6.92,7.57,75.01,13.12,1,11.84,0.9800639999999998,59,3,1,5,8,11207.0,6.922943872697397,41.711,3,19232.11111111111,0.46928365049317516,1
1969,5,6,7,2021,51.47,3.72,349301.0,400804.0,14.74,12.26,67.01,67.86,5,5.48,34.927541999999995,47,1,4,13,16,51503.0,14.744589909562238,13.534,4,23576.70588235294,0.34775995483378164,1
1970,7,7,10,2026,56.45,32.77,255769.0,263116.0,2.87,5.69,73.56,99.39,3,1.57,56.105655000000006,25,3,2,9,9,7347.0,2.8725138699373263,32.826,3,26311.6,0.6136959914981236,1
1971,9,1,10,2024,73.13,82.7,73608.0,82824.0,12.52,-0.35,34.17,43.14,4,18.63,31.548282,25,0,1,1,0,9216.0,12.52037821975872,71.1755,1,82824.0,0.5949785792567501,1
1972,6,0,12,2022,36.51,81.32,135331.0,150603.0,11.29,-6.08,70.33,90.11,2,6.46,32.899161,0,2,4,5,7,15272.0,11.284923631688232,61.129,2,18825.375,0.8105077878516156,2
1973,6,7,2,2024,11.12,52.1,104919.0,113144.0,7.84,-3.57,30.46,25.42,1,1.41,2.826704,13,0,4,2,3,8225.0,7.839380855707737,36.3005,1,28286.0,0.3551459599481917,1
1974,6,0,10,2020,45.29,74.38,278538.0,291945.0,4.81,17.79,97.54,56.02,4,23.58,25.371458000000004,25,1,0,14,13,13407.0,4.813346832389118,60.94199999999999,4,20853.214285714286,0.7481053435621532,2
1975,8,3,6,2024,27.78,61.14,176074.0,183308.0,4.11,17.66,16.19,36.21,1,10.03,10.059138,5,1,4,17,17,7234.0,4.108499835296523,46.8015,4,10183.777777777776,0.3786523197502573,1
1976,3,5,13,2022,75.48,28.55,368995.0,432173.0,17.12,-2.25,71.4,96.64,4,20.53,72.943872,9,1,4,17,12,63178.0,17.121641214650605,36.733,4,33244.07692307692,0.5984125402676763,1
1977,5,1,13,2023,35.41,89.76,85249.0,91505.0,7.34,8.62,94.75,19.97,2,1.32,7.071376999999999,27,0,0,2,1,6256.0,7.338502504428204,65.624,1,45752.5,0.6868187705489689,2
1978,7,0,4,2025,5.0,45.06,73261.0,67271.0,-8.18,9.66,76.09,72.7,3,9.72,3.635,32,0,3,3,1,-5990.0,-8.176246570480883,31.747,1,33635.5,0.615688618777191,1
1979,7,0,9,2021,29.75,16.7,341380.0,405198.0,18.69,14.92,24.74,4.01,5,15.07,1.192975,3,1,0,13,10,63818.0,18.694123850254847,19.0655,4,36836.181818181816,0.10845206070871109,0
1980,9,7,8,2022,36.67,24.72,80005.0,85488.0,6.85,15.67,75.63,3.57,4,0.43,1.309119,59,0,2,0,0,5483.0,6.853321667395789,23.4665,1,85488.0,0.27996413270897674,0
1981,9,2,12,2022,50.56,18.64,110714.0,123977.0,11.98,-1.27,96.25,8.32,5,2.25,4.2065920000000006,0,2,3,5,6,13263.0,11.979514785844607,22.5655,2,17711.0,0.3127162830859154,0
1982,1,3,11,2024,70.05,97.82,208025.0,198895.0,-4.39,0.13,90.06,91.17,5,4.3,63.864585,6,3,0,7,9,-9130.0,-4.3888955654368464,78.238,3,19889.5,0.9363089900700743,2
1983,7,3,8,2026,42.55,73.99,67524.0,63117.0,-6.53,14.28,58.06,23.7,1,5.26,10.08435,59,0,3,2,2,-4407.0,-6.5265683312599965,57.3925,1,21039.0,0.5316462422370563,1
1984,4,1,9,2023,62.07,29.48,369576.0,409990.0,10.94,6.68,24.89,64.92,1,3.73,40.295844,61,1,1,12,9,40414.0,10.935233889646511,32.1355,4,40999.0,0.35748397595563086,1
1985,9,4,0,2021,42.1,9.95,83121.0,78666.0,-5.36,16.74,95.87,85.07,2,5.85,35.81447,33,0,0,0,1,-4455.0,-5.359656404518714,15.765,1,39333.0,0.5409385274484407,1
1986,2,2,14,2025,20.62,29.67,98356.0,104052.0,5.79,-2.72,59.35,9.29,1,0.52,1.915598,23,0,4,2,2,5696.0,5.79120745048599,23.4875,1,34684.0,0.27485636478363384,0
1987,0,0,4,2026,36.42,53.61,246629.0,280867.0,13.88,9.18,83.17,67.85,3,7.47,24.71097,29,1,2,12,11,34238.0,13.88239014876596,43.251000000000005,4,23405.58333333333,0.6352296502939125,1
1988,1,5,0,2025,87.24,89.39,371194.0,386622.0,4.16,-5.56,93.95,71.52,1,20.38,62.39404799999999,33,1,1,12,14,15428.0,4.156317181851,78.60849999999999,4,25774.8,0.8535883896250541,2
1989,0,1,12,2026,74.98,60.93,375593.0,457198.0,21.73,2.23,73.68,73.4,3,6.24,55.03532000000001,0,1,1,14,11,81605.0,21.72697574235941,55.5365,4,38099.833333333336,0.6608481950117898,1
1990,1,2,0,2023,44.98,46.89,270101.0,251012.0,-7.07,15.41,86.84,80.26,4,6.58,36.100948,44,3,2,6,9,-19089.0,-7.067356285241447,40.4615,3,25101.2,0.6577529806383049,1
1991,3,7,6,2021,56.3,51.63,102985.0,97853.0,-4.98,0.68,53.52,83.27,3,9.34,46.88101,17,3,3,10,9,-5132.0,-4.98324998786231,46.2205,3,9785.3,0.6049284314702267,1
1992,2,5,12,2020,7.37,97.73,157648.0,181462.0,15.11,18.44,29.37,71.87,1,31.87,5.296819,18,3,0,9,7,23814.0,15.105805338475593,69.779,3,22682.75,0.7511607053900569,2
1993,6,4,9,2024,15.93,57.08,70337.0,86800.0,23.41,5.81,61.55,9.13,3,11.25,1.454409,48,0,3,3,1,16463.0,23.405888792527403,41.9755,1,43400.0,0.42385839062136754,1
1994,0,0,8,2024,24.27,51.33,273680.0,310353.0,13.4,4.47,74.78,7.74,1,7.5,1.878498,59,1,1,13,13,36673.0,13.399956153171589,39.3435,4,22168.071428571428,0.3987645710869781,1
1995,4,6,10,2021,25.69,89.47,132709.0,160719.0,21.11,18.18,59.15,95.78,4,2.61,24.605882,56,2,0,5,4,28010.0,21.106330392060823,63.685,2,32143.8,0.8383912855766995,2
1996,8,0,6,2026,62.34,35.4,80282.0,88828.0,10.64,15.05,61.32,23.67,2,15.53,14.755878000000004,5,2,4,5,7,8546.0,10.6449764579856,37.807500000000005,2,11103.5,0.36446481352329707,1
1997,3,4,0,2023,20.04,73.93,56039.0,51183.0,-8.66,-1.25,19.27,90.45,1,21.1,18.12618,1,0,0,1,2,-4856.0,-8.66539374364282,55.227500000000006,1,17061.0,0.6710305204078244,2
1998,3,1,8,2021,49.8,79.44,367602.0,403450.0,9.75,5.36,18.07,68.3,3,5.66,34.0134,41,1,2,10,12,35848.0,9.751851186881463,62.445,4,31034.615384615383,0.5794626548437448,1
1999,1,1,11,2021,92.36,86.14,73198.0,87680.0,19.79,12.59,40.06,3.58,5,8.26,3.306488,30,0,2,0,2,14482.0,19.78469357086259,75.702,1,29226.666666666668,0.47747999070107267,1
2000,4,3,14,2024,68.2,63.27,251912.0,277543.0,10.17,2.97,75.39,91.26,3,1.21,62.239320000000006,10,3,1,5,6,25631.0,10.174584775635935,54.947,3,39649.0,0.7388661950782107,2
2001,4,2,8,2026,61.14,74.6,85661.0,93195.0,8.8,3.4,68.59,39.84,5,8.84,24.358176000000004,64,0,3,1,2,7534.0,8.795134308495115,62.044,1,31065.0,0.6208163129753246,1
2002,9,4,3,2022,30.84,54.37,47004.0,56541.0,20.29,-10.15,25.28,80.04,4,1.49,24.684336,53,0,0,0,0,9537.0,20.28976257339801,41.732,1,56541.0,0.5394174886254193,1
2003,7,0,10,2026,33.91,14.74,344278.0,348707.0,1.29,1.27,79.31,22.3,2,12.78,7.56193,58,1,2,15,12,4429.0,1.2864603605226008,18.28,4,26823.615384615383,0.29803726213011855,0
2004,1,6,14,2026,68.13,98.82,129438.0,140439.0,8.5,10.67,82.13,72.1,4,17.81,49.12172999999999,10,2,2,3,4,11001.0,8.499049738098549,80.53049999999999,2,28087.8,0.8844674703596693,2
2005,8,5,11,2020,58.99,59.65,76195.0,73427.0,-3.63,14.04,75.96,23.42,5,4.4,13.815458,62,0,2,2,1,-2768.0,-3.632784303431984,51.2305,1,36713.5,0.5124505994487063,1
2006,8,0,9,2025,35.99,50.58,53527.0,54474.0,1.77,16.11,84.84,61.51,4,6.44,22.137449,3,0,3,3,3,947.0,1.7692005903562686,41.041,1,13618.5,0.6190960114243964,1
2007,6,7,1,2020,58.79,54.86,126712.0,145930.0,15.17,6.7,90.84,97.1,5,7.9,57.08509,49,1,2,11,13,19218.0,15.16667718921649,48.602,4,10423.57142857143,0.7551459599481917,2
2008,4,5,2,2025,56.72,83.25,55686.0,51906.0,-6.79,0.82,10.38,18.8,5,15.06,10.66336,35,0,4,3,2,-3780.0,-6.788061631289732,67.71549999999999,1,17302.0,0.4447676928697154,1
2009,8,2,12,2022,10.28,42.55,58201.0,54763.0,-5.91,10.05,97.78,64.2,5,6.42,6.59976,54,0,0,1,1,-3438.0,-5.907114998024089,30.6765,1,27381.5,0.6290325794560128,1
2010,7,5,12,2025,32.31,22.23,343926.0,423715.0,23.2,-3.61,41.72,45.73,2,6.0,14.775363,18,1,1,12,10,79789.0,23.19946732727389,21.8115,4,38519.545454545456,0.30578194015476073,0
2011,5,3,6,2025,20.4,10.32,113654.0,106150.0,-6.6,3.55,60.99,72.4,4,1.05,14.7696,45,1,1,13,10,-7504.0,-6.602495292730569,10.9455,4,9650.0,0.38360067749327476,1
2012,4,3,3,2021,39.3,9.82,208624.0,217310.0,4.16,18.5,76.65,83.25,2,29.68,32.71725,53,1,4,17,15,8686.0,4.16347112508628,18.695,4,13581.875,0.4869848228222244,1
2013,7,0,12,2025,52.56,62.21,44290.0,55226.0,24.69,20.16,21.92,86.21,2,9.21,45.311976,54,0,2,2,1,10936.0,24.691804018965907,52.33,1,27613.0,0.5956959250772143,1
2014,8,7,5,2020,52.98,3.07,209606.0,193365.0,-7.75,12.33,97.45,13.65,1,1.67,7.23177,22,3,0,9,9,-16241.0,-7.748346898466647,12.842,3,19336.5,0.25446514562784367,0
2015,6,1,6,2020,49.78,52.55,75331.0,88859.0,17.96,18.48,75.58,76.12,1,18.17,37.89253600000001,36,3,4,11,11,13528.0,17.958078347559436,46.839,3,7404.916666666667,0.6518149513466839,1
2016,3,0,5,2021,63.95,21.58,200402.0,229146.0,14.34,-3.18,38.13,22.54,4,0.69,14.41433,20,3,3,8,8,28744.0,14.343170227842036,26.9205,3,25460.666666666668,0.21313805585998472,0
2017,1,6,3,2021,60.41,0.98,154246.0,155953.0,1.11,-7.22,48.4,33.48,4,3.62,20.225268,53,3,0,6,9,1707.0,1.1066737549109864,13.262,3,15595.3,0.18287668958188033,0
2018,9,5,12,2025,64.59,2.31,158786.0,146542.0,-7.71,12.39,78.43,38.91,4,5.99,25.131969,18,3,0,9,6,-12244.0,-7.711007267643242,15.318,3,20934.571428571428,0.2960047823054698,0
2019,2,1,9,2022,52.61,89.87,102824.0,96849.0,-5.81,-12.89,38.73,42.42,4,4.42,22.317162,48,2,1,4,3,-5975.0,-5.810900178946549,69.60050000000001,2,24212.25,0.6131845504964962,1
2020,6,6,12,2020,44.47,52.32,175877.0,160638.0,-8.66,-9.84,56.42,74.61,1,5.37,33.179067,18,3,2,9,7,-15239.0,-8.664578085821342,43.7075,3,20079.75,0.5857925675002491,1
2021,2,1,4,2021,8.47,37.97,95508.0,91398.0,-4.3,0.26,39.17,50.19,1,12.85,4.251093,43,2,0,4,4,-4110.0,-4.303304435230556,28.302,2,18279.6,0.40805685629836275,1
2022,5,1,3,2025,53.67,71.87,77452.0,69898.0,-9.75,2.69,31.91,88.32,1,13.43,47.401344,7,2,2,3,4,-7554.0,-9.753137427051591,59.464000000000006,2,13979.6,0.6737869881438675,2
2023,5,3,11,2023,49.27,87.51,333978.0,414675.0,24.16,10.8,49.0,54.74,4,14.45,26.970398000000003,62,1,0,14,11,80697.0,24.16236997646552,68.903,4,34556.25,0.6677958221248049,2
2024,4,3,9,2022,14.34,82.94,106654.0,115892.0,8.66,-0.15,10.1,28.24,1,4.61,4.049615999999999,61,2,2,4,5,9238.0,8.6616535713616,57.4705,2,19315.33333333333,0.45407326226296035,1
2025,3,3,1,2026,50.88,77.72,41049.0,49645.0,20.94,5.74,54.88,60.85,1,17.83,30.960480000000004,49,2,3,5,5,8596.0,20.940826816731224,63.3685,2,8274.166666666666,0.6746371757829364,2
2026,8,1,12,2024,72.84,38.51,354002.0,405814.0,14.64,5.85,55.37,80.42,5,3.54,58.577928,18,1,4,12,15,51812.0,14.63607550239829,40.1305,4,25363.375,0.5197170469263723,1
2027,3,2,12,2025,48.49,78.62,240161.0,281130.0,17.06,19.71,25.3,90.51,1,6.96,43.888299,18,1,3,11,13,40969.0,17.058972938986763,61.845,4,20080.714285714286,0.6683537577629437,2
2028,0,3,11,2024,24.05,0.73,82635.0,84247.0,1.95,15.9,81.31,25.67,4,9.08,6.173635000000001,62,2,0,5,3,1612.0,1.9507472620560296,6.6465000000000005,2,21061.75,0.26242237056225304,0
2029,6,2,10,2021,41.1,43.98,349612.0,414607.0,18.59,7.96,80.29,72.07,5,8.52,29.62077,58,1,2,12,11,64995.0,18.590609017997096,38.085,4,34550.583333333336,0.5982132775397695,1
2030,1,3,11,2024,70.91,26.8,107616.0,130670.0,21.42,-2.51,82.48,63.82,3,9.29,45.254762,6,2,4,6,7,23054.0,21.42246506095748,32.9955,2,16333.75,0.5057487297001096,1
2031,7,2,5,2024,39.58,91.81,50735.0,50482.0,-0.5,11.29,28.34,32.46,3,11.77,12.847668,20,0,0,1,1,-253.0,-0.4986695575046811,69.358,1,25241.0,0.5752714954667729,1
2032,6,3,2,2025,10.5,26.87,284363.0,324222.0,14.02,-17.2,96.91,24.22,1,3.16,2.5431,63,1,4,17,15,39859.0,14.016943132545371,20.0395,4,20263.875,0.38881471887350144,1
2033,1,5,4,2024,75.49,22.1,142569.0,133385.0,-6.44,-1.66,66.02,47.6,3,12.09,35.93324,29,3,1,5,8,-9184.0,-6.441793096675995,31.2765,3,14820.555555555557,0.3880243100528046,1
2034,3,1,1,2024,64.56,75.36,47966.0,55043.0,14.76,8.76,46.72,98.18,4,2.82,63.385008000000006,51,2,1,4,4,7077.0,14.75420089229871,62.319,2,11008.6,0.7480123542891302,2
2035,6,0,9,2024,36.57,16.11,239180.0,259761.0,8.6,13.22,15.92,76.34,2,10.21,27.917538,3,3,2,7,8,20581.0,8.604816456225436,19.317,3,28862.33333333333,0.32001594101823255,0
2036,2,6,0,2020,54.23,29.19,102671.0,105691.0,2.94,-4.91,31.94,34.91,2,0.72,18.931693,33,2,0,3,4,3020.0,2.941434290111132,29.9275,2,21138.2,0.28116635116734745,0
2037,0,5,9,2021,21.38,7.66,284453.0,344277.0,21.03,12.0,58.15,62.83,5,23.78,13.433054,3,1,3,14,12,59824.0,21.0312424196616,12.822,4,26482.846153846152,0.3581149745940022,1
2038,3,4,0,2022,74.53,29.56,240811.0,264218.0,9.72,4.45,23.29,2.63,2,2.03,1.960139,12,3,3,9,10,23407.0,9.720070926992538,34.4245,3,24019.81818181818,0.14248613463518314,0
2039,5,7,5,2024,79.29,92.35,82393.0,76488.0,-7.17,5.9,17.34,48.16,3,4.21,38.186064,8,2,2,3,5,-5905.0,-7.166870972048596,76.517,2,12748.0,0.5826840689449039,1
2040,4,7,10,2023,38.43,43.88,213952.0,251751.0,17.67,8.41,90.68,14.69,4,19.01,5.645367,25,3,3,7,7,37799.0,17.667046814238706,39.0595,3,31468.875,0.4566968881803992,1
2041,2,5,11,2025,16.08,13.96,333161.0,363196.0,9.02,-12.85,98.42,15.67,2,7.67,2.519736,62,1,2,12,11,30035.0,9.015160838153326,13.4405,4,30266.33333333333,0.3183687024675368,0
2042,3,4,5,2025,47.86,31.85,179105.0,199266.0,11.26,10.63,15.84,38.82,3,1.37,18.579252,37,3,0,9,6,20161.0,11.25652550180062,30.480000000000004,3,28466.571428571428,0.260622363920162,0
2043,1,0,8,2024,35.2,61.81,316670.0,334527.0,5.64,-2.44,47.97,1.91,2,23.08,0.67232,38,1,4,14,12,17857.0,5.638993273755013,50.6785,4,25732.846153846152,0.37958885457141905,1
2044,8,3,6,2026,78.99,77.86,98846.0,95359.0,-3.53,-0.31,40.83,2.19,4,23.71,1.7298809999999998,5,3,4,9,9,-3487.0,-3.527709770754507,69.9635,3,9535.9,0.44298761250041513,1
2045,8,6,11,2020,35.2,69.04,128795.0,141104.0,9.56,7.11,73.0,14.87,3,9.06,5.23424,6,2,0,3,4,12309.0,9.557048022050546,53.275000000000006,2,28220.8,0.5200624356547441,1
2046,2,2,5,2023,60.75,45.41,138950.0,135658.0,-2.37,-12.36,53.19,60.47,1,1.11,36.735525,16,3,1,8,5,-3292.0,-2.3691975530766465,41.833,3,22609.666666666668,0.4964498023977947,1
2047,6,2,3,2022,43.56,24.05,283221.0,332573.0,17.43,14.56,55.5,69.42,3,15.86,30.239352000000004,7,1,3,16,11,49352.0,17.425261544871322,26.7235,4,27714.416666666668,0.44063631231111555,1
2048,0,4,14,2020,22.09,14.0,83554.0,75514.0,-9.62,-2.89,70.28,94.12,1,0.84,20.791108,52,0,4,4,2,-8040.0,-9.622519568183453,13.644000000000002,1,25171.33333333333,0.5131878715419615,1
2049,8,4,5,2020,61.75,93.26,98039.0,94511.0,-3.6,18.07,46.9,83.85,1,20.52,51.77737499999999,20,2,1,2,4,-3528.0,-3.598567916849417,76.047,2,18902.2,0.8076384045697586,2
2050,0,5,2,2020,22.96,72.22,368273.0,436362.0,18.49,15.27,67.88,39.42,5,0.23,9.050832,63,1,0,15,10,68089.0,18.4887298281438,51.5695,4,39669.27272727273,0.5790906977516522,1
2051,6,5,0,2022,42.77,93.07,55938.0,61984.0,10.81,9.81,56.68,77.91,5,1.49,33.322107,12,0,0,0,2,6046.0,10.808395008759698,69.273,1,20661.33333333333,0.7917173126100095,2
2052,2,6,11,2022,39.35,45.57,153397.0,172813.0,12.66,19.63,87.13,54.62,4,0.3,21.49297,30,3,1,7,8,19416.0,12.657353142499527,37.5355,3,19201.444444444445,0.5608847265119058,1
2053,0,0,6,2024,38.82,39.34,57463.0,62732.0,9.17,7.57,41.97,15.4,5,1.51,5.97828,24,2,2,4,5,5269.0,9.169378556636444,33.5615,2,10455.333333333334,0.28926970210222175,0
2054,8,1,0,2022,58.35,64.1,92715.0,99924.0,7.78,6.11,75.66,60.2,1,8.56,35.1267,33,2,1,2,2,7209.0,7.775440867173597,54.619,2,33308.0,0.6580253063664442,1
2055,3,3,5,2021,56.3,78.4,344488.0,338966.0,-1.6,6.93,51.32,78.76,4,9.28,44.34188,20,1,3,12,15,-5522.0,-1.602958593623,63.612,4,21185.375,0.6965361495798877,2
2056,5,5,10,2025,11.94,6.72,172500.0,186339.0,8.02,5.21,19.51,73.22,3,23.14,8.742467999999999,58,3,2,6,8,13839.0,8.022608695652174,10.227,3,20704.33333333333,0.29271030520407826,0
2057,1,7,3,2021,47.47,65.23,139499.0,165605.0,18.71,-8.44,34.41,79.48,4,13.82,37.729156,53,3,0,8,7,26106.0,18.71411264596879,53.9665,3,20700.625,0.6147387997741689,1
2058,6,1,8,2022,26.05,78.24,333720.0,328204.0,-1.65,4.19,85.46,77.66,3,0.98,20.23043,41,1,1,9,10,-5516.0,-1.6528826561189025,56.213,4,29836.727272727272,0.7817807445783931,2
2059,8,4,13,2025,32.91,12.42,283379.0,353009.0,24.57,2.74,16.74,47.51,1,0.51,15.635540999999998,27,1,3,11,11,69630.0,24.571333796788046,14.7315,4,29417.416666666668,0.19042874696954598,0
2060,4,7,5,2026,39.52,4.53,118164.0,130935.0,10.81,18.23,74.37,36.95,1,6.76,14.60264,20,2,3,4,6,12771.0,10.807860262008736,11.8625,2,18705.0,0.29005346883198835,0
2061,2,2,14,2020,29.63,95.07,178148.0,160836.0,-9.72,1.0,95.42,98.97,2,0.92,29.324811,52,2,4,5,6,-17312.0,-9.71776275905427,67.8595,2,22976.571428571428,0.9651555909800404,2
2062,5,6,0,2025,43.89,64.5,56432.0,57591.0,2.05,8.24,77.17,49.69,3,9.03,21.808941,33,0,0,0,1,1159.0,2.0537992628296005,52.057500000000005,1,28795.5,0.6316097107369399,1
2063,3,1,6,2023,42.33,45.57,34013.0,32286.0,-5.08,4.53,35.09,52.26,5,13.22,22.121658,36,0,0,1,2,-1727.0,-5.077470378972746,40.069500000000005,1,10762.0,0.4439042210487862,1
2064,0,1,10,2024,34.15,95.83,176949.0,160315.0,-9.4,1.01,41.28,99.48,5,2.08,33.97242,25,3,0,6,8,-16634.0,-9.400448716861922,69.4315,3,17812.777777777777,0.8240975058948556,2
2065,2,7,2,2024,21.17,56.79,153002.0,173222.0,13.22,-3.99,15.53,91.89,2,6.12,19.453113,13,2,2,4,5,20220.0,13.215513522699048,42.0655,2,28870.33333333333,0.5603068646009765,1
2066,7,7,3,2025,5.68,49.08,69124.0,68405.0,-1.04,8.49,55.56,52.92,3,8.67,3.005856,55,2,3,6,4,-719.0,-1.040159712979573,34.3385,2,13681.0,0.506771611703364,1
2067,1,6,11,2021,61.01,1.87,79844.0,87670.0,9.8,8.48,61.32,56.84,5,6.3,34.678084,30,0,2,0,2,7826.0,9.801613145633986,14.3625,1,29223.33333333333,0.3164292119159111,0
2068,1,3,7,2022,72.77,62.65,91144.0,100580.0,10.35,5.4,73.51,11.89,2,15.53,8.652353,34,2,3,5,5,9436.0,10.35284824014746,57.606,2,16763.333333333332,0.48841287237222275,1
2069,3,0,9,2023,51.38,15.68,321565.0,306359.0,-4.73,12.36,35.38,28.79,4,9.96,14.792302,48,1,3,16,12,-15206.0,-4.728748464540606,21.962000000000003,4,23566.07692307692,0.20350038192022843,0
2070,8,3,9,2020,73.42,6.3,102840.0,119579.0,16.28,1.69,67.76,87.47,3,2.62,64.22047400000001,61,2,4,5,5,16739.0,16.276740567872423,19.172,2,19929.83333333333,0.44499352396134295,1
2071,1,2,10,2022,79.94,38.11,96201.0,112184.0,16.61,4.3,76.22,1.55,4,4.03,1.23907,58,0,1,0,0,15983.0,16.61417240985021,41.364,1,112184.0,0.341861778087742,1
2072,4,5,0,2020,71.6,14.05,143359.0,169360.0,18.14,16.08,36.01,35.13,5,1.1,25.15308,57,2,2,4,4,26001.0,18.136984772494227,23.6175,2,33872.0,0.2228222244362525,0
2073,8,4,3,2025,34.0,24.29,36429.0,44032.0,20.87,11.18,26.8,83.86,5,2.98,28.5124,55,0,3,1,2,7603.0,20.870734854099755,23.0355,1,14677.333333333334,0.41428049549998336,1
2074,7,1,14,2020,51.92,16.55,84492.0,81362.0,-3.7,13.09,53.22,59.9,3,22.35,31.10008,4,0,3,2,1,-3130.0,-3.7044927330398143,24.494,1,40681.0,0.3966391019893062,1
